정류소아이디,모바일아이디,정류소명,영문명,시도,구군,동,경도,위도,경유노선수,경유노선
7061035000,789,우방아파트삼거리,Woobang Apts (3) Junction,대구광역시,수성구,만촌3동,128.656693,35.84955,2,234+425
7061001700,20197,만촌역서한포레스트앞,Manchon Station Seohan Forest,대구광역시,수성구,만촌3동,128.647523,35.858054,6,234+349+425+724+849-1+937
7061002100,8,만촌육교2,Manchon Pedestrian Overpass,대구광역시,수성구,만촌3동,128.644972,35.858037,7,100-1+234+349+449+524+수성3+순환3-1
7061033600,20392,두리봉터널입구건너,Duribong Tunnel,대구광역시,수성구,만촌3동,128.649953,35.846419,2,234+425
7061035200,20200,소선여중건너,Soseon Girls' Middle School,대구광역시,수성구,만촌3동,128.652197,35.852153,2,234+425
7061028700,20198,구.남부정류장건너2,Former Nambu Bus Terminal,대구광역시,수성구,만촌3동,128.648558,35.857497,14,100+100-1+309+399+449+509+609+649+840+909+939+990+991+수성3
7061024000,788,만촌우방1차건너,Manchon Woobang 1-cha Apts,대구광역시,수성구,만촌3동,128.65609,35.849907,2,234+425
7061023900,790,만촌우방1차앞,Manchon Woobang 1-cha Apts,대구광역시,수성구,만촌3동,128.655067,35.8502,2,234+425
7061022800,20203,대륜중고등학교앞,Daeryun Middle and High School,대구광역시,수성구,만촌3동,128.657351,35.853287,18,100+100-1+309+349+399+449+509+609+649+724+840+849-1+909+937+939+990+991+수성3
7061023800,20394,한도아파트앞,Hando Apts,대구광역시,수성구,만촌3동,128.654053,35.850638,2,234+425
7061022600,20202,도시철도담티역(3번출구),Damti Station,대구광역시,수성구,만촌3동,128.653936,35.854612,18,100+100-1+309+349+399+449+509+609+649+724+840+849-1+909+937+939+990+991+수성3
7061023700,793,대청초등학교건너,Daecheong Elementary School,대구광역시,수성구,만촌3동,128.652408,35.850515,2,234+425
7061059800,20393,만촌삼정그린코아건너,Manchon Samjung Greencore,대구광역시,수성구,만촌3동,128.6529,35.84671,2,234+425
7061059700,20204,만촌삼정그린코아앞,Manchon Samjung Greencore,대구광역시,수성구,만촌3동,128.652903,35.84693,2,234+425
7061022400,20199,수성대학교앞,Suseong college,대구광역시,수성구,만촌3동,128.650097,35.856665,20,100+100-1+234+309+349+399+425+449+509+609+649+724+840+849-1+909+937+939+990+991+수성3
7061002000,20322,만촌육교1,Manchon Pedestrian Overpass,대구광역시,수성구,만촌3동,128.644618,35.858019,8,100+234+349+449+524+수성1+수성3-1+순환3
7061060000,9306,진밭골(종점)2,Jinbatgol valley,대구광역시,수성구,범물1동,128.65148,35.81502,1,814
7061059900,9305,진밭골(종점)1,Jinbatgol valley,대구광역시,수성구,범물1동,128.651583,35.815075,1,814
7061021400,20376,범물1동행정복지센터건너,Beommul 1-dong Community Service Center,대구광역시,수성구,범물1동,128.645985,35.818395,12,204+401+403+524+564+급행3+수성1+수성1-1+수성3+수성4+순환3+순환3-1
7061021300,20374,범물1동행정복지센터앞,Beommul 1-dong Community Service Center,대구광역시,수성구,범물1동,128.645732,35.81798,12,204+401+403+524+564+급행3+수성1+수성1-1+수성3-1+수성4+순환3+순환3-1
7061034400,20292,범물우방미진하이츠앞,Beommul Woobang Mijin Heights,대구광역시,수성구,범물1동,128.647267,35.815588,1,814
7061021100,20377,범물청구타운앞,Beommul Cheonggu Town,대구광역시,수성구,범물1동,128.642703,35.819435,13,204+401+403+524+564+814+급행3+수성1+수성1-1+수성3+수성4+순환3+순환3-1
7061020900,2248,동아백화점수성점앞,DongA Dept Suseong Store,대구광역시,수성구,범물1동,128.640434,35.820759,10,403+524+564+814+급행3+수성1-1+수성3+수성4+순환3+순환3-1
7061034300,20375,범물2동행정복지센터건너,Beommul2dong Community Service Center,대구광역시,수성구,범물1동,128.645265,35.817028,1,814
7061021200,20293,범물두성타운건너,Beommul Duseong Town,대구광역시,수성구,범물1동,128.648939,35.815122,1,814
7061034200,78,범물2동행정복지센터앞,Beommul2dong Community Service Center,대구광역시,수성구,범물2동,128.64497,35.817179,1,814
7061021000,20295,범물청구타운건너,Beommul Cheonggu Town,대구광역시,수성구,범물2동,128.642454,35.819399,13,204+401+403+524+564+814+급행3+수성1+수성1-1+수성3-1+수성4+순환3+순환3-1
7061020800,20294,동아백화점수성점건너,DongA Dept Suseong Store,대구광역시,수성구,범물2동,128.640296,35.820611,13,204+401+403+524+564+814+급행3+수성1+수성1-1+수성3-1+수성4+순환3+순환3-1
7061040800,151,수성구민운동장건너,Suseong Stadium,대구광역시,수성구,범어1동,128.624983,35.85274,5,100-1+234+814+8140+수성1-1
7061003600,2016,그랜드호텔앞,Grand Hotel,대구광역시,수성구,범어1동,128.625587,35.857193,10,100-1+323+413+509+814+8140+급행3+동구1+수성1-1+순환2
7061000300,20302,범어쌍용예가건너(호텔라온제나),Beomeo Ssangyong Yega,대구광역시,수성구,범어1동,128.622634,35.853801,6,234+323-1+413+509+동구1-1+순환2-1
7061016300,20208,대구고용노동청건너,Daegu Regional Employment and Labor Office,대구광역시,수성구,범어1동,128.625347,35.850312,5,100+234+814+8140+수성1
7061000700,20155,범어역(2번출구),Beomeo Station,대구광역시,수성구,범어1동,128.621894,35.859232,7,309+609+649+840+939+990+991
7061000900,5290,수성구청앞,Suseong-gu Office,대구광역시,수성구,범어1동,128.62882,35.858645,14,100+309+323-1+413+509+609+649+724+840+939+990+991+동구1-1+수성1
7061003700,2015,그랜드호텔건너,Grand Hotel,대구광역시,수성구,범어1동,128.626095,35.857195,11,100+323-1+413+509+724+814+8140+급행3+동구1-1+수성1+순환2-1
7061003800,20156,여성메디파크,Woman Medi Park,대구광역시,수성구,범어1동,128.625131,35.854823,5,323+413+509+동구1+순환2
7061016400,20144,수성구민운동장앞,Suseong Stadium,대구광역시,수성구,범어1동,128.625601,35.853196,4,100+814+8140+수성1
7061003900,9169,범어쌍용예가앞,Beomeo Ssangyong Yega,대구광역시,수성구,범어1동,128.623735,35.85391,6,234+323+413+509+동구1+순환2
7061003500,20341,도시철도수성구청역북편2,Suseong-gu Office Station,대구광역시,수성구,범어2동,128.63579,35.860292,1,425
7061003200,520,법원어린이집,Court's Nursery School,대구광역시,수성구,범어2동,128.638127,35.86186,1,323
7061001400,5298,경신고등학교건너,Gyeongsin High School,대구광역시,수성구,범어2동,128.637255,35.858925,14,100-1+309+413+425+509+609+649+724+840+939+990+991+동구1+수성1-1
7061036700,521,흥사단 대구지부앞,Daegu Young Korean Academy,대구광역시,수성구,범어2동,128.63994,35.861208,2,413+동구1
7061001000,20396,수성구청건너,Suseong-gu Office,대구광역시,수성구,범어2동,128.630493,35.858945,14,100-1+309+323+413+509+609+649+724+840+939+990+991+동구1+수성1-1
7061003400,505,도시철도수성구청역북편1,Suseong-gu Office Station,대구광역시,수성구,범어2동,128.635635,35.860535,2,323+425
7061058400,3850,동원초등학교후문건너,Dongwon Elementary School,대구광역시,수성구,범어2동,128.639054,35.864984,1,동구1
7061001200,20342,수성경찰서건너,Suseong Police Station,대구광역시,수성구,범어2동,128.633364,35.858966,14,100-1+309+323+413+509+609+649+724+840+939+990+991+동구1+수성1-1
7061007700,20211,동대구LPG충전소건너,Dongdaegu LPG Gas Station,대구광역시,수성구,범어2동,128.632336,35.867003,1,524
7061007500,507,범어2동2,Beomeo 2-dong,대구광역시,수성구,범어2동,128.635627,35.862963,1,425
7061007400,504,범어2동1,Beomeo 2-dong,대구광역시,수성구,범어2동,128.635633,35.862703,1,425
7061007300,20231,새범어아파트앞,Saebeomeo Apts,대구광역시,수성구,범어2동,128.634267,35.866092,1,425
7061007200,503,새범어아파트건너,Saebeomeo Apts,대구광역시,수성구,범어2동,128.63436,35.865755,1,425
7061007100,20212,차량등록사업소건너2,Vehicle Registration Office,대구광역시,수성구,범어2동,128.638226,35.866324,2,425+524
7061005000,20209,법원앞,Court Public Prosecutor's Office,대구광역시,수성구,범어2동,128.627107,35.862139,6,724+814+8140+급행3+수성4+순환2-1
7061004800,20210,대구고용복지플러스센터앞,Daegu Employment Welfare Plus Center,대구광역시,수성구,범어2동,128.627192,35.865224,5,724+814+8140+수성4+순환2-1
7061004700,20296,대구고용복지플러스센터건너,Daegu Employment Welfare Plus Center,대구광역시,수성구,범어3동,128.626567,35.865538,5,724+814+8140+수성4+순환2
7011001800,20023,대구중앙중고등학교앞,Daegu Joongang Middle and High School,대구광역시,수성구,범어3동,128.616558,35.867869,6,518+724+805+909+급행3+급행5
7011002000,20250,청구고등학교건너,Cheonggu High School,대구광역시,수성구,범어3동,128.623669,35.867141,2,518+724
7061005100,20241,정호승문학관앞(구.신천시장),Jeonghoseung literary halls,대구광역시,수성구,범어3동,128.618084,35.865875,2,410+동구1-1
7061004900,20297,법원건너,Court Public Prosecutor's Office,대구광역시,수성구,범어3동,128.62658,35.863487,6,724+814+8140+급행3+수성4+순환2
7061005200,20249,정호승문학관건너(구.신천시장),Jeonghoseung literary halls,대구광역시,수성구,범어3동,128.618268,35.865156,2,410-1+동구1
7061002200,20323,우방청솔맨션건너,Woobang Cheongsol Mansion,대구광역시,수성구,범어4동,128.639316,35.854644,8,100+234+349+449+524+수성1+수성3-1+순환3
7061018000,20339,동도중학교앞,Dongdo Middle School,대구광역시,수성구,범어4동,128.63881,35.849211,8,100-1+234+349+449+524+수성1-1+수성3+순환3-1
7061001500,20196,만촌역(2번출구),Manchon Station,대구광역시,수성구,범어4동,128.642357,35.8587,12,100+309+425+509+609+649+724+840+939+990+991+수성1
7061001300,20195,경신고등학교앞,Gyeongsin High School,대구광역시,수성구,범어4동,128.63774,35.858661,15,100+309+323-1+413+425+509+609+649+724+840+939+990+991+동구1-1+수성1
7061001100,20194,수성경찰서앞,Suseong Police Station,대구광역시,수성구,범어4동,128.632979,35.858568,14,100+309+323-1+413+509+609+649+724+840+939+990+991+동구1-1+수성1
7061018100,20324,동도중학교건너,Dongdo Middle School,대구광역시,수성구,범어4동,128.638475,35.84998,8,100+234+349+449+524+수성1+수성3-1+순환3
7061002300,20340,우방청솔맨션앞,Woobang Cheongsol Mansion,대구광역시,수성구,범어4동,128.640294,35.855195,8,100-1+234+349+449+524+수성1-1+수성3+순환3-1
7061039700,54,수성못오거리5,Suseongmot (5) Junction,대구광역시,수성구,상동,128.609335,35.825653,2,240+가창2
7061012100,20190,중동네거리1,Jungdong (4) Junction,대구광역시,수성구,상동,128.613739,35.840513,3,349+수성4+순환3-1
7061030300,1727,상동천주교회건너,Sangdong Catholic Church,대구광역시,수성구,상동,128.60914,35.828885,1,410-1
7061030400,387,미래아트빌앞,Mirae Artville,대구광역시,수성구,상동,128.614342,35.834898,1,564
7061030500,388,청백다례원,Cheongbaek Daraewon,대구광역시,수성구,상동,128.612997,35.83486,1,564
7061030600,21954,상동교1,Sangdonggyo (Bridge),대구광역시,수성구,상동,128.606875,35.836727,1,가창2
7061013200,20149,덕화중학교앞,Deokhwa Middle School,대구광역시,수성구,상동,128.616616,35.831922,3,403+410+564
7061014600,20136,정화우방팔레스,Jeonghwa Woobang Palace,대구광역시,수성구,상동,128.611854,35.83848,7,304+349+401+405+413+564+급행2
7061014700,20150,광명프레지던트아파트건너,Gwangmyeong President Apts,대구광역시,수성구,상동,128.612105,35.839182,5,304+401+405+413+564
7061014800,20143,정화우방팔레스건너,Jeonghwa Woobang Palace,대구광역시,수성구,상동,128.611875,35.836791,6,304+401+405+413+564+급행2
7061014900,20137,수성초등학교,Suseong Elementary School,대구광역시,수성구,상동,128.611625,35.835788,6,304+349+401+405+413+564
7061015000,20280,대구한의대학교부속한방병원앞,Daegu Haany University Oriental hospital,대구광역시,수성구,상동,128.60704,35.836651,2,349+가창2
7061027500,53,화성전문요양원앞,Hwaseong Senior Health Center ,대구광역시,수성구,상동,128.607473,35.83159,3,240+410-1+가창2
7061028300,28,들안길네거리3,Deurangil (4) Junction,대구광역시,수성구,상동,128.616614,35.839345,2,403+410
7061028400,20148,두산동행정복지센터건너,Doosandong Community  Service Center,대구광역시,수성구,상동,128.616617,35.836617,2,403+410
7061008300,20279,상동교2,Sangdonggyo,대구광역시,수성구,상동,128.607286,35.833209,3,240+410+가창2
7061008400,20278,화성전문요양원건너,Hwaseong Senior Health Center,대구광역시,수성구,상동,128.607782,35.831124,3,240+410+가창2
7061008500,75,상동가압장건너,Sangdong Office of Water Pressure,대구광역시,수성구,상동,128.60868,35.827907,3,240+410+가창2
7061010900,385,수성랜드건너,Suseong Land,대구광역시,수성구,상동,128.616023,35.829738,1,449
7061011000,20286,수성랜드앞,Suseong Land,대구광역시,수성구,상동,128.615009,35.829322,1,449
7061011200,104,상동네거리,Sangdong (4) Junction,대구광역시,수성구,상동,128.6106,35.828507,5,304+401+405+413+449
7061011300,20140,수성못오거리1,Suseongmot (5) Junction,대구광역시,수성구,상동,128.610105,35.826547,7,304+401+405+410-1+413+449+급행2
7061011400,20141,수성못오거리2,Suseongmot (5) Junction,대구광역시,수성구,상동,128.610267,35.826614,6,304+401+405+413+449+급행2
7061011600,20142,상동우체국앞,Sangdong Post Office,대구광역시,수성구,상동,128.611249,35.832424,5,304+401+405+413+급행2
7061011700,20138,수성동일하이빌정문,Suseong Dongil Highvill,대구광역시,수성구,상동,128.611119,35.832583,5,304+401+405+413+급행2
7061011800,389,상동시장앞,Sangdong Market,대구광역시,수성구,상동,128.609868,35.8347,1,349
7061011500,20139,상동천주교회앞,Sangdong Catholic Church,대구광역시,수성구,상동,128.610752,35.830404,4,304+401+405+413
7061004400,20132,동성초등학교앞,Dongseong Elementary School,대구광역시,수성구,수성1가동,128.613396,35.853732,4,304+413+급행2+수성4
7061027300,20269,남산고등학교건너,Namsan High School,대구광역시,수성구,수성1가동,128.60817,35.856774,1,가창2
7061027200,20131,대구시교육청건너,Daegu Metropolitan Office of Education,대구광역시,수성구,수성1가동,128.613688,35.856775,1,동구1-1
7061004600,20299,한가람타운앞,Hangaram Town,대구광역시,수성구,수성1가동,128.610733,35.854503,5,234+304+323-1+509+순환2-1
7061015400,20281,수성동삼익맨션앞,Suseong-dong Samick Mansion,대구광역시,수성구,수성1가동,128.608367,35.849681,1,가창2
7061035800,20130,대구은행역(2번출구),Daegu Bank Station,대구광역시,수성구,수성1가동,128.612707,35.859663,9,309+403+609+649+840+939+990+991+급행2
7061000400,20129,수성교1,Suseonggyo (Bridge),대구광역시,수성구,수성1가동,128.610392,35.860358,8,309+403+609+649+840+939+990+991
7061005900,20283,남산고등학교앞,Namsan High School,대구광역시,수성구,수성1가동,128.608527,35.858372,1,가창2
7061005800,20282,우방신세계타운앞,Woobang Shinsegae Town,대구광역시,수성구,수성1가동,128.608879,35.851885,1,가창2
7061004500,20321,수성롯데캐슬더퍼스트앞,Suseong Lottecastle The First,대구광역시,수성구,수성1가동,128.610939,35.854764,5,234+304+323+509+순환2
7061014000,20152,무궁화LPG충전소,Mugunghwa LPG Station,대구광역시,수성구,수성2.3가동,128.613396,35.851432,3,304+413+수성4
7061013800,20146,무궁화어린이공원입구,Mugunghwa Children's Park,대구광역시,수성구,수성2.3가동,128.616722,35.851817,2,403+410
7061013700,20246,무궁화어린이공원입구건너,Mugunghwa Children's Park,대구광역시,수성구,수성2.3가동,128.616938,35.85116,2,403+410-1
7061038200,20153,동성초등학교건너,Dongseong Elementary School,대구광역시,수성구,수성2.3가동,128.613627,35.853741,3,413+급행2+수성4
7061000500,2064,수성네거리2,Suseong (4) Junction,대구광역시,수성구,수성2.3가동,128.618892,35.859465,8,309+609+649+840+939+990+991+수성4
7061005700,20154,대구시교육청앞,Daegu Metropolitan Office of Education,대구광역시,수성구,수성2.3가동,128.614028,35.857876,3,403+동구1+수성4
7061005600,9302,수성시장건너,Suseong Market,대구광역시,수성구,수성2.3가동,128.61742,35.856065,1,410-1
7061005500,45,수성시장앞,Suseong Market,대구광역시,수성구,수성2.3가동,128.617123,35.855448,3,403+410+수성4
7061005400,20247,동일초등학교건너,Dongil Elementary School,대구광역시,수성구,수성2.3가동,128.617594,35.857943,1,410-1
7061005300,20145,동일초등학교앞,Dongil Elementary School,대구광역시,수성구,수성2.3가동,128.617273,35.857463,3,403+410+수성4
7061004300,20300,수성시장네거리1,Suseong Market (4) Junction,대구광역시,수성구,수성2.3가동,128.615968,35.854267,6,234+323-1+413+509+동구1-1+순환2-1
7061004200,20320,수성시장네거리2,Suseong Market (4) Junction,대구광역시,수성구,수성2.3가동,128.615492,35.854466,8,234+323+403+413+509+동구1+수성4+순환2
7061004100,20301,수성3가롯데캐슬건너,Suseong-3ga Lotte Castle,대구광역시,수성구,수성2.3가동,128.620035,35.853969,6,234+323-1+413+509+동구1-1+순환2-1
7061004000,20319,수성3가롯데캐슬앞,Suseong-3ga Lotte Castle,대구광역시,수성구,수성2.3가동,128.620299,35.854144,6,234+323+413+509+동구1+순환2
7061000800,20397,범어역(1번출구),Beomeo Station,대구광역시,수성구,수성4가동,128.621819,35.859583,8,309+609+649+840+939+990+991+수성4
7061038100,20248,수성태영데시앙앞,Suseong Taeyoung Dessian,대구광역시,수성구,수성4가동,128.618058,35.862942,2,410-1+동구1
7061006200,661,대구중앙중학교건너,Daegu Joongang Middle School,대구광역시,수성구,수성4가동,128.61514,35.867637,1,가창2
7061006100,662,대구중앙중학교앞,Daegu Joongang Middle School,대구광역시,수성구,수성4가동,128.614875,35.867013,1,가창2
7061039200,20399,수성하이츠,Suseong Heights Villa,대구광역시,수성구,수성4가동,128.614052,35.860436,1,동구1-1
7061027800,20398,화성쌍용타운앞1,Hwaseong Ssangyong Town,대구광역시,수성구,수성4가동,128.614241,35.862375,1,동구1-1
7061027700,664,수성4가동행정복지센터앞,Suseong4gadong Community Service Center,대구광역시,수성구,수성4가동,128.616517,35.863711,1,동구1-1
7061006000,674,화성쌍용타운앞2,Hwaseong Ssangyong Town,대구광역시,수성구,수성4가동,128.611677,35.863093,1,가창2
7061000200,20401,수성교2,Suseonggyo (Bridge),대구광역시,수성구,수성4가동,128.610391,35.860752,8,309+403+609+649+840+939+990+991
7061039100,20242,수성태영데시앙건너,Suseong Taeyoung Dessian,대구광역시,수성구,수성4가동,128.61774,35.862428,1,410
7061000600,2066,수성네거리1,Suseong (4) Junction,대구광역시,수성구,수성4가동,128.618127,35.859708,7,309+609+649+840+939+990+991
7061034900,20400,대구은행역(1번출구),Daegu Bank Station,대구광역시,수성구,수성4가동,128.612646,35.860011,9,309+403+609+649+840+939+990+991+급행2
7061014500,685,중동네거리3,Jungdong (4) Junction,대구광역시,수성구,중동,128.612231,35.841876,2,304+413
7061013900,20133,무궁화LPG충전소건너,Mugunghwa LPG Station,대구광역시,수성구,중동,128.613116,35.850943,3,304+413+수성4
7061015300,22,중동서울아파트앞,Jung-dong Seoul Apts,대구광역시,수성구,중동,128.608148,35.843752,1,가창2
7061015500,453,중동행정복지센터건너,Jung-dong Community Service Center,대구광역시,수성구,중동,128.613758,35.84686,1,204
7061015600,454,중동행정복지센터앞,Jung-dong Community Service Center,대구광역시,수성구,중동,128.614456,35.846963,1,204
7061028000,451,들안길네거리2,Deurangil (4) Junction,대구광역시,수성구,중동,128.61665,35.841418,2,403+410
7061012200,20318,중동네거리2,Jungdong (4) Junction,대구광역시,수성구,중동,128.614952,35.840688,3,349+수성4+순환3
7061035900,683,수성구선거관리위원회건너,Suseong-gu Election Commission,대구광역시,수성구,중동,128.60851,35.847194,1,204
7061013400,20147,황금초등학교건너,Hwanggeum Elementary School,대구광역시,수성구,중동,128.616613,35.844709,2,403+410
7061011900,20314,중동시장앞,Jungdong Market,대구광역시,수성구,중동,128.609668,35.841109,4,401+405+564+순환3
7061031000,682,수성구선거관리위원회앞,Suseong-gu Election Commission,대구광역시,수성구,중동,128.608498,35.847349,1,204
7061030900,20315,농협중앙회중동지점앞,Nonghyup Jung-dong Branch,대구광역시,수성구,중동,128.611332,35.847033,1,204
7061030800,21025,농협중앙회중동지점건너,Nonghyup Jung-dong Branch,대구광역시,수성구,중동,128.611133,35.847191,1,204
7061012000,2021,중동시장건너,Jungdong Market,대구광역시,수성구,중동,128.611028,35.840818,5,349+401+405+564+순환3-1
7061013600,49,황금2동치안센터건너,Hwanggeum 2-dong Police Operations Center,대구광역시,수성구,중동,128.61666,35.848608,2,403+410
7061014400,20151,수성구보건소건너,Suseong-gu Community Health Center,대구광역시,수성구,중동,128.612689,35.844174,4,304+413+급행2+수성4
7061014300,20135,수성구보건소앞,Suseong-gu Community Health Center,대구광역시,수성구,중동,128.612433,35.843963,4,304+413+급행2+수성4
7061014200,9146,현대시장건너,Hyeondae Market,대구광역시,수성구,중동,128.613077,35.848148,3,304+413+수성4
7061014100,20134,현대시장앞,Hyeondae Market,대구광역시,수성구,중동,128.612833,35.848031,3,304+413+수성4
7061015200,25,청구중동아파트,Cheonggu Jung-dong Apts,대구광역시,수성구,중동,128.607698,35.839608,1,349
7061013000,20305,황금네거리1,Hwanggeum (4) Junction,대구광역시,수성구,지산1동,128.624314,35.83863,6,204+814+8140+급행3+수성1+수성3
7061012900,20303,TBC건너,TBC,대구광역시,수성구,지산1동,128.623777,35.832582,6,204+814+8140+급행3+수성1+수성3
7061022300,20306,수성아트피아앞,Suseong Artpia,대구광역시,수성구,지산1동,128.627512,35.830365,4,204+403+449+814
7061022200,20390,수성아트피아건너,Suseong Artpia,대구광역시,수성구,지산1동,128.625696,35.830381,4,204+403+449+814
7061022000,352,교통연수원,Traffic Training Institute,대구광역시,수성구,지산1동,128.629865,35.830192,4,204+403+449+814
7061021900,20389,대구경찰청,Daegu Metropolitan Police Agency,대구광역시,수성구,지산1동,128.633559,35.828644,4,204+403+449+814
7061021700,20386,지산동서맨션앞,Jisan Dongseo Mansion,대구광역시,수성구,지산1동,128.633559,35.825391,4,204+403+449+814
7061021500,20309,동아스포츠센터(지산초교앞),Donga Sports Center,대구광역시,수성구,지산1동,128.63136,35.825705,3,564+급행3+수성3
7061020700,20128,지산한라타운건너,Jisan Halla Town,대구광역시,수성구,지산1동,128.637395,35.822756,4,403+564+814+수성3
7061020600,20291,지산한라타운앞,Jisan Halla Town,대구광역시,수성구,지산1동,128.636678,35.822996,4,403+564+814+수성3-1
7061020500,20385,지산청구타운앞,Jisan Cheonggu Town,대구광역시,수성구,지산1동,128.633966,35.824382,5,403+564+814+급행3+수성3
7061020400,20290,지산청구타운건너,Jisan Cheonggu Town,대구광역시,수성구,지산1동,128.633729,35.824263,5,403+564+814+급행3+수성3-1
7061034700,20304,대우트럼프월드수성건너,Daewoo Trump World Suseong,대구광역시,수성구,지산1동,128.623978,35.835208,5,204+814+8140+수성1+수성3
7061022100,20307,교통연수원건너,Traffic Training Institute,대구광역시,수성구,지산1동,128.63062,35.82987,4,204+403+449+814
7061059200,20391,대구경찰청건너,Daegu Metropolitan Police Agency,대구광역시,수성구,지산1동,128.63327,35.828567,4,204+403+449+814
7061021800,20308,지산동서맨션건너,Jisan Dongseo Mansion,대구광역시,수성구,지산1동,128.633615,35.826326,4,204+403+449+814
7061018900,20334,지산타운건너,Jisan Town,대구광역시,수성구,지산1동,128.641678,35.822609,6,449+524+수성1-1+수성4+순환3+순환3-1
7061018800,20333,지산타운앞,Jisan Town,대구광역시,수성구,지산1동,128.64154,35.822664,6,449+524+수성1+수성4+순환3+순환3-1
7061018700,20335,범물하이츠앞,Beommul Heights,대구광역시,수성구,지산1동,128.643193,35.824174,6,449+524+수성1-1+수성4+순환3+순환3-1
7061018600,20332,범물하이츠 건너,Beommul Heights,대구광역시,수성구,지산1동,128.643018,35.824099,6,449+524+수성1+수성4+순환3+순환3-1
7061018500,2454,수성소방서2,Suseong Fire Station,대구광역시,수성구,지산1동,128.643768,35.826358,6,449+524+수성1+수성4+순환3+순환3-1
7061018400,1476,수성소방서1,Suseong Fire Station,대구광역시,수성구,지산1동,128.643972,35.827803,6,449+524+수성1-1+수성4+순환3+순환3-1
7061016900,2,헬로TV대구방송건너,HelloTV Daegu Broadcasting,대구광역시,수성구,지산1동,128.626018,35.839292,6,100-1+234+349+수성3+수성4+순환3-1
7061019400,20380,지산목련아파트건너,Jisan Mongnyeon Apts,대구광역시,수성구,지산2동,128.632313,35.821251,4,204+401+449+수성1
7061021600,20310,지산화성파크드림,Jisan Hwasung Park Dream Apts,대구광역시,수성구,지산2동,128.627453,35.827111,2,564+수성3
7061019200,20379,지산현대주택앞,Jisan Hyundai Apts,대구광역시,수성구,지산2동,128.634463,35.820581,4,204+401+449+수성1
7061019100,20127,범물한라주택앞,Beommul Halla Apts,대구광역시,수성구,지산2동,128.637681,35.820575,4,204+401+449+수성1-1
7061039800,20387,지산영남맨션앞,Jisan Yeongnam Mansion,대구광역시,수성구,지산2동,128.6325,35.823541,2,204+449
7061019000,20378,범물한라주택건너,Beommul Halla Apts,대구광역시,수성구,지산2동,128.638523,35.820797,4,204+401+449+수성1
7061039900,20388,지산우방아파트,Jisan Woobang Apts,대구광역시,수성구,지산2동,128.632695,35.823528,2,204+449
7061019500,88,지산목련아파트앞,Jisan Mongnyeon Apts,대구광역시,수성구,지산2동,128.632103,35.821328,4,204+401+449+수성1-1
7061019600,20381,더샵수성라크에르아파트앞,THE SHARP Suseong Lakeaire Apt,대구광역시,수성구,지산2동,128.629143,35.822258,2,401+수성1
7061019700,20372,더샵수성라크에르아파트건너,THE SHARP Suseong Lakeaire Apt,대구광역시,수성구,지산2동,128.629497,35.82205,2,401+수성1-1
7061019800,20382,수성고등학교건너,Suseong High School,대구광역시,수성구,지산2동,128.626776,35.822976,2,401+수성1
7061019900,20371,수성고등학교앞,Suseong High School,대구광역시,수성구,지산2동,128.625948,35.823148,2,401+수성1-1
7061020200,360,지산중학교입구,Jisan Middle School,대구광역시,수성구,지산2동,128.627162,35.826112,2,564+수성3-1
7061020300,20289,동아스포츠센터(지산중학교앞),Donga Sports Center,대구광역시,수성구,지산2동,128.629447,35.825599,3,564+급행3+수성3-1
7061019300,20373,지산현대주택건너,Jisan Hyundai Apts,대구광역시,수성구,지산2동,128.634562,35.820462,4,204+401+449+수성1-1
7061029100,20274,화성파크뷰건너,Hwaseong Park View,대구광역시,수성구,파동,128.622381,35.806689,7,240+304+405+413+449+가창2+급행2
7061009700,61,화성파크뷰앞,Hwaseong Park View,대구광역시,수성구,파동,128.622283,35.806615,7,240+304+405+413+449+가창2+급행2
7061035600,59,2차대자연맨션건너,2-cha Daejayeon Mansion,대구광역시,수성구,파동,128.618313,35.811087,6,240+304+405+413+449+가창2
7061027600,20275,파동청구하이츠,Padong Cheonggu Heights,대구광역시,수성구,파동,128.619761,35.809367,6,240+304+405+413+449+가창2
7061008600,20277,수성못코오롱하늘채,Suseongmot Kolon Hanulche Apts,대구광역시,수성구,파동,128.610754,35.823795,7,240+304+405+413+449+가창2+급행2
7061008700,20272,송원맨션앞,Songwon Mansion,대구광역시,수성구,파동,128.611315,35.822276,6,240+304+405+413+449+가창2
7061008800,2246,송원맨션건너,Songwon Mansion,대구광역시,수성구,파동,128.611795,35.821455,6,240+304+405+413+449+가창2
7061008900,56,수성더팰리스푸르지오더샵아파트건너,Suseong the Palace PRUGIO The Sharp Apartment,대구광역시,수성구,파동,128.612358,35.819982,7,240+304+405+413+449+가창2+급행2
7061009000,73,수성더팰리스푸르지오더샵아파트앞,Suseong the Palace PRUGIO The Sharp Apartment,대구광역시,수성구,파동,128.612802,35.819365,7,240+304+405+413+449+가창2+급행2
7061009100,72,신세계주유소건너,Shinsegae Gas Station,대구광역시,수성구,파동,128.61359,35.817518,6,240+304+405+413+449+가창2
7061009300,20273,대자연맨션건너,DaeJayeon Mansion,대구광역시,수성구,파동,128.615771,35.814166,7,240+304+405+413+449+가창2+급행2
7061009400,20276,대자연맨션,DaeJayeon Mansion,대구광역시,수성구,파동,128.616681,35.813248,7,240+304+405+413+449+가창2+급행2
